sent_at_et,account,recipient,subject,gmail_message_id,gmail_thread_id,status,next_follow_up,notes
2026-07-27,Mambu,hello@mambu.com,Evidence controls for Mambu MCP banking workflows,19fa47922fb2ce3f,19fa47922fb2ce3f,sent,2026-07-31,"Published general business address; personalized to Mambu MCP banking actions and requested routing to product, AI platform, or technology partnerships"
2026-07-27,DriveWealth,marketing@drivewealth.com,Routing request: evidence for automated brokerage decisions,19fa47924670edae,19fa47924670edae,sent,2026-07-31,"Published company marketing address; transparent routing request to platform, automated-investing product, or compliance technology"
2026-07-27,Harrison.ai,official general-enquiry form,Clinical AI evidence-readiness pilot,,,form-submitted,2026-07-31,"Official site confirmed receipt; personalized to clinical worklist prioritization, medical decision support, and Harrison.ai's publicly documented Grafana Cloud usage; requested routing to clinical AI platform, quality/regulatory, or product"
2026-07-27,Confluent,amendozabesarez@confluent.io,Re: Confluent Cloud - How can I help?,19fa4623e1232cea,19f951921157932a,meeting-booked,2026-07-28,"Thirty-minute discovery booked for noon ET; prospect is an infrastructure and referral route rather than a direct sprint buyer; closing asks are a named solutions architect, dated architecture session, and one consequential-AI customer introduction"
2026-07-27,Playbook,Boardy warm-introduction route,Re: Open to an AI fintech founder conversation?,19fa47ce40e5ba86,19fa0294fcc16b78,intro-requested,,"Accepted warm introduction to founder Pradyumna Shembekar; direct workflow fit around financial reporting, close management, and transaction categorization; do not assume buyer intent"
2026-07-27,Omeca,Boardy warm-introduction route,Re: Open to an AI agent governance founder conversation?,19fa3789ec317413,19fa011de047ddfa,intro-requested,,"Accepted warm introduction to founder Pony Aristil; explore integration, co-sell, and mutual-reference paths without assuming paid-pilot or investor intent"
2026-07-27,Protum,sandeepj@protum.ai,Boardy Intro: Sandeep + Ethan,19fa4a493e59ffe2,19fa1338c0973244,paid-terms-sent,2026-07-29,"Founder meeting booked for 9:30 AM ET; pre-read explicitly proposed a two-week $4,500 paid design partnership with $2,250 due at kickoff and excluded free implementation; meeting must identify either Protum's internal budget owner or one customer that can fund the sprint"
2026-07-27,Datadog,partners@datadog.zendesk.com,[Datadog] Re: Technology integration: temporal evidence for AI observability,19fa47fa818bf2a0,19f80cdf66408546,manual-registration-requested,2026-07-30,"Technology Partner portal accepted info@lians.ai but did not advance through the protected registration gate; requested a manual application or partner-initiated registration"
2026-07-27,Vouch,hello@vouch.us,[Vouch] Re: Partnership idea: evidence for AI-related claims,19fa3dccfa9d852f,19fa106515439047,partnership-review,2026-07-30,"Vouch client services confirmed the proposal was forwarded to Partnerships for review within a few business days; wait and do not duplicate outreach"
2026-07-27,TeamSystem,international@teamsystem.com,Decision evidence for TeamSystem Studio AI accounting actions,19fa480f36f35051,19fa480f36f35051,sent,2026-07-31,"Published international business route; personalized to Studio AI classification, reconciliation, anomaly, retrieval, and accounting actions plus TeamSystem's publicly documented Grafana Cloud adoption"
2026-07-27,Lloyd's Lab,official ecosystem application,Lloyd's Lab Ecosystem Application,,,application-submitted,2026-12-15,"Microsoft Forms confirmed submission; positioned Lians for AI underwriting, claims investigation, loss control, and agentic-system insurability; Cohort 18 applications open December 15, so this is an ecosystem path rather than a near-term paying buyer"
2026-07-27,Unit21,official partner application,Paid design partnership for point-in-time AML agent evidence,,,paid-design-partnership-proposed,2026-07-31,"Official form confirmed routing to Partnerships; proposal cited Unit21 production AML agents and requested a two-week $4,500 paid Evidence Readiness Sprint with $2,250 due at kickoff; explicitly excluded free pilots and requested routing to the product or AI-platform budget owner"
2026-07-27,Alloy,official data-partner application,Paid design partnership for reconstructable identity and fraud decisions,,,paid-design-partnership-proposed,2026-07-31,"Official site confirmed submission and said the Alloy team will follow up; proposal cited Actionable AI, orchestration, and 200+ source signals; requested a two-week $4,500 paid Evidence Readiness Sprint with $2,250 due at kickoff, explicitly excluded free pilots, and requested the product, Actionable AI, or partnerships budget owner"
2026-07-27,Incode,official platform-integration partner application,Paid design partnership for time-correct Agentic Identity evidence,,,paid-design-partnership-proposed,2026-07-30,"Official form confirmed submission and promised contact within two business days; proposal cited Agentic Identity, verified principals, Risk AI, authorization state, identity tokens, and downstream effects; requested a two-week $4,500 paid Evidence Readiness Sprint with $2,250 due at kickoff, explicitly excluded free pilots and POCs, and requested the Agentic Identity, Risk AI, product, or partnerships budget owner"
2026-07-27,xysq,ximi@xysq.ai,Re: Boardy Intro: Ximi + Ethan,19fa4a56cbf2af0b,19fa1f8c11357996,paid-fit-meeting-booked,2026-07-29,"Meeting scheduled for 8:00 AM ET / 5:30 PM IST with Google Meet; invitation and email explicitly frame a two-week $4,500 paid design partnership with $2,250 due at kickoff, exclude free implementation and unpaid pilots, and require either xysq's internal buyer or a named customer with budget"
2026-07-27,Sardine,sales@sardine.ai,Paid design partnership for audit-ready financial-crime agents,19fa4a8cde38da7d,19fa4a8cde38da7d,paid-terms-sent,2026-07-31,"Published sales route; personalized to Sardine's agentic transaction monitoring, sanctions, KYC, investigations, and SAR workflows; proposed a two-week $4,500 paid Evidence Readiness Sprint with $2,250 due before kickoff, explicitly excluded free pilots, and requested the product or AI-platform budget owner"
2026-07-27,Socure,Partner_Marketing@socure.com,Paid design partnership for reconstructable AI identity decisions,19fa4a8d119183d4,19fa4a8d119183d4,bounced,,"Address published on Socure's partner-program page returned 550 5.1.1 NoSuchUser; replaced with a routing message to the published enterprise sales address"
2026-07-27,Prove,official partner application,Paid design partnership for reconstructable agent identity and authorization evidence,,,qualified-not-submitted,,"Strong fit around Prove Agentic Suite and persistent identity for AI agents; official partner form requires a verified business phone, so it was not submitted with invented data; submit only after an authorized business phone is available"
2026-07-27,AstraSync,tim@astrasync.ai,Paid design partnership for reconstructable Know Your Agent evidence,19fa4a9b66dea9d6,19fa4a9b66dea9d6,paid-terms-sent,2026-07-31,"Founder email published in Persona's April 2026 Know Your Agent article; personalized to AstraSync's five-party accountability chain, delegated authority, and immutable audit trail; proposed a two-week $4,500 paid Evidence Readiness Sprint with $2,250 due before kickoff, explicitly excluded free pilots, requested a named workflow and budget owner, and invited a direct no if no current budget exists"
2026-07-27,Brine,sales@brine.ai,Paid design partnership: time-correct evidence for regulated agent workflows,19fa4aa21db19c5f,19fa4aa21db19c5f,paid-terms-sent,2026-07-31,"Official published sales route; personalized to Brine's signed records, agent identity, policy enforcement, audit defense, and regulated workflows; differentiated Lians through point-in-time source, policy, permission, model, memory, and downstream-dependency evidence; proposed a two-week $4,500 paid sprint with $2,250 due before kickoff, explicitly excluded free pilots, requested the product or platform budget owner, and invited a direct no if duplicative or unfunded"
2026-07-27,Socure,salesinfo@socure.com,Routing request: paid design partnership for reconstructable AI identity decisions,19fa4ab16d509409,19fa4ab16d509409,paid-terms-sent,2026-07-31,"Published enterprise sales address used after the partner-program address bounced; personalized to RiskOS and high-stakes identity decisions; proposed a two-week $4,500 paid sprint with $2,250 due before kickoff, excluded free pilots, requested the product, RiskOS, AI, or partnerships budget owner, and invited a direct no if unfunded or duplicative"
2026-07-27,Marker,lorenphillips@protonmail.com,Re: Boardy Intro: Ethan + Loren,19fa4abc703141e0,19f9b88317144ff0,paid-terms-sent,2026-07-29,"Warm founder thread after the scheduled July 27 conversation; proposed one sanitized regulated-agent workflow connecting Marker's verification/evaluation layer to Lians' point-in-time evidence layer; stated the two-week $4,500 fee, $2,250 due before kickoff, five-business-day final payment term, and no free pilot; asked for Marker's approver and success criterion or a named regulated customer with budget, and invited a direct no"
2026-07-27,Credo AI,ehrik@credo.ai,Paid design partnership: time-correct evidence for AI governance decisions,19fa4afb617f29e4,19fa4afb617f29e4,paid-terms-sent,2026-07-31,"Named product-leadership contact published in Credo AI's Governance Assistant design-partnership brief; personalized to preserving time-correct evidence behind governance and agent decisions after sources, policies, permissions, models, or memory change; proposed a two-week $4,500 paid sprint with $2,250 due before kickoff, excluded free pilots, requested a named workflow and executive budget owner, invited a direct no, and attached the verified one-page commercial scope"
2026-07-27,Holistic AI,emre.kazim@holisticai.com,Paid design partnership: time-correct evidence behind Agent Graph decisions,19fa4b045b02caeb,19fa4b045b02caeb,paid-terms-sent,2026-07-31,"Co-founder email published on Holistic AI's official executive-bios page; personalized to Agent Graph, Guardian Agents, runtime enforcement, and audit-ready evidence; differentiated Lians through time-correct reconstruction and downstream impact after source, policy, permission, model, or memory changes; proposed a two-week $4,500 paid sprint with $2,250 due before kickoff, excluded free pilots, requested a named workflow and budget owner, invited a direct no, and attached the verified one-page commercial scope"
2026-07-27,ValidMind,info@validmind.com,Re: Technology partnership: point-in-time evidence for AI governance,19fa4b2cb8f5bb82,19f7c2a77cee3c40,paid-follow-up-drafted,2026-07-27,"End-of-day follow-up draft r6214127502226702446 prepared but not sent early, respecting the user's timing constraint; replaces the original free-evaluation framing with a two-week $4,500 paid sprint, $2,250 due before kickoff, no free pilot, and a request for Marie Lehmann or the product/partnerships budget owner; verified one-page commercial scope attached; one-time 5:00 PM ET heartbeat send-validmind-paid-follow-up is active and must verify no intervening reply before sending"
2026-07-27,Amantra,info@amantra.ai,Paid design partnership for reconstructable Agentic KYC decisions,19fa4b3c6b234306,19fa4b3c6b234306,paid-terms-sent,2026-07-31,"Published business address in Amantra's Know Your Customer Know Your Agent material; personalized to the KYC Compliance Agent's document collection, registry and watchlist verification, policy-based risk scoring, documented decisions, and human escalation; proposed a two-week $4,500 paid sprint with $2,250 due before kickoff, excluded free pilots, requested the product or Agentic AI budget owner, and invited a direct no"
2026-07-27,Elucidate,contact@elucidate.co,Paid design partnership for time-correct agentic risk evidence,19fa4b82540d0345,19fa4b82540d0345,paid-terms-sent,2026-07-31,"Published contact route on Elucidate's official Agentic Risk Platform site; personalized to automated KYB, KYC, ongoing due diligence, counterparty risk profiles, and nine financial-crime risk themes; proposed a two-week $4,500 paid sprint with $2,250 due before kickoff, excluded free pilots, requested the product or agentic-risk budget owner, and invited a direct no"
2026-07-27,Vouch,hello@vouch.us,[Vouch] Re: Partnership idea: evidence for AI-related claims,19fa4bec7631ddd0,19fa106515439047,disqualified,,"Vouch confirmed point-in-time reconstruction and AI audit trails are a real problem area, but its Partnerships team only evaluates referral relationships and stated that Vouch is not reviewing new AI tooling for risk review or claims operations; closed with no further outreach"
2026-07-27,WorkFusion,official Let's Talk form,Paid design partnership for examiner-ready AI-agent evidence,,,qualified-not-submitted,,"Strong fit around AML AI Agents that review alerts, make decisions, and produce examiner-facing dossiers; official site exposes a sales form but no legitimate published buyer email, and submission was not forced without verified required company/contact fields"
2026-07-27,Hummingbird,official demo form,Paid design partnership for time-correct compliance-agent evidence,,,qualified-not-submitted,,"Strong fit around AI agents for entity research, case review, narratives, SAR filing, human overrides, and audit-ready histories; official site exposes a meeting form but no legitimate published buyer email, so no speculative address was used"
2026-07-27,Hawk,info@hawk.ai,Paid design partnership: time-correct evidence for Hawk’s AML Investigative Agent,19fa4c00d50d771f,19fa4c00d50d771f,paid-terms-sent,2026-07-31,"Official company inbox published by Hawk; personalized to its AML Investigative Agent, step-by-step explainability, linked citations, audit-ready action logs, human controls, and API/MCP connections; proposed one synthetic or sanitized AML workflow as a two-week $4,500 paid sprint with $2,250 due before kickoff, explicitly excluded free pilots, requested the product or budget owner, invited a direct no, and attached the verified one-page scope"
2026-07-27,Flagright,hello@flagright.com,Paid design partnership: reconstructing AI Forensics decisions after inputs change,19fa4d1da490efcc,19fa4d1da490efcc,bounced,,"Official company contact published by Flagright, but Gmail returned a restricted or nonexistent Google Group bounce; do not retry this alias"
2026-07-27,SymphonyAI Financial Services,connect.fs@symphonyai.com,Paid evidence-readiness sprint for agentic financial-crime decisions,19fa4d2159a87492,19fa4d2159a87492,paid-terms-sent,2026-07-31,"Direct commercial inbox published in SymphonyAI Financial Services' 2026 materials; personalized to Sensa Risk Intelligence and long-running AML, sanctions, and investigation workflows; proposed a two-week $4,500 paid sprint with $2,250 due before kickoff, excluded free pilots, requested the relevant product and budget owners, invited a direct no, and attached the verified one-page scope"
2026-07-27,Tookitaki,info@tookitaki.com,Paid design partnership: historical evidence for FinMate and FinCense decisions,19fa4d27a0b55bbf,19fa4d27a0b55bbf,paid-terms-sent,2026-07-31,"Official company inbox published by Tookitaki; personalized to FinMate, FinCense, evolving typologies, alert prioritization, model governance, and continuous risk state; proposed a two-week $4,500 paid sprint with $2,250 due before kickoff, excluded free pilots, requested the product and budget owners, invited a direct no, and attached the verified one-page scope"
2026-07-27,Napier AI,info@napier.ai,Paid evidence-readiness sprint for continuously changing AML risk decisions,19fa4d4b4a55578d,19fa4d4b4a55578d,paid-terms-sent,2026-07-31,"Official company contact published by Napier AI; personalized to perpetual client risk assessment, screening, and continuously changing risk state; proposed a two-week $4,500 paid sprint with $2,250 due before kickoff, excluded free pilots, requested the product and budget owners, invited a direct no, and attached the verified one-page scope"
2026-07-27,NICE Actimize,info@niceactimize.com,Paid design partnership: historical evidence for autonomous AML decisions,19fa4d4d6d0b703c,19fa4d4d6d0b703c,paid-terms-sent,2026-07-31,"Official direct contact published by NICE Actimize; personalized to autonomous AML, changing customer and model state, investigations, approvals, and filings; proposed a two-week $4,500 paid sprint with $2,250 due before kickoff, excluded free pilots, requested the product and budget owners, invited a direct no, and attached the verified one-page scope"
2026-07-27,Fenergo,hello@fenergo.com,Paid design partnership: reconstructable evidence for AI-driven KYC decisions,19fa4d69c6711a79,19fa4d69c6711a79,paid-terms-sent,2026-07-31,"Official sales inbox published by Fenergo; personalized to AI-driven KYC and client lifecycle workflows; proposed a two-week $4,500 paid sprint with $2,250 due before kickoff, excluded free pilots, requested the relevant product and budget owners, invited a direct no, and attached the verified one-page scope"
2026-07-27,ThetaRay,info@thetaray.com,Paid evidence-readiness sprint for RAY agentic AML investigations,19fa4d6cf45b0562,19fa4d6cf45b0562,paid-terms-sent,2026-07-31,"Official company inbox published by ThetaRay; personalized to RAY agentic AML investigations, evolving evidence, visual artifacts, and analyst actions; proposed a two-week $4,500 paid sprint with $2,250 due before kickoff, excluded free pilots, requested the RAY product and budget owners, invited a direct no, and attached the verified one-page scope"
2026-07-27,Quantexa,info@quantexa.com,Paid design partnership: time-correct evidence for agent-ready Decision Intelligence,19fa4d6ed449cbfc,19fa4d6ed449cbfc,paid-terms-sent,2026-07-31,"Official company contact published in Quantexa's 2026 materials; personalized to Agent Gateway, connected contextual data, financial-crime and KYC decisions; proposed a two-week $4,500 paid sprint with $2,250 due before kickoff, excluded free pilots, requested the relevant product and budget owners, invited a direct no, and attached the verified one-page scope"
2026-07-27,BioCatch,info@biocatch.com,Paid design partnership: reconstructable evidence for agentic fraud decisions,19fa4d76ba45c51d,19fa4d76ba45c51d,paid-terms-sent,2026-07-31,"Official company route; personalized to BioCatch Connect, behavioral intelligence, predictive signals, and agentic AI; paid $4,500 sprint with $2,250 due before kickoff, no free pilot, one-page scope attached"
2026-07-27,Persona,info@withpersona.com,Paid design partnership for time-correct Case Review Agent evidence,19fa4d7b8a70e8d8,19fa4d7b8a70e8d8,bounced,,"Published legacy company route, but Gmail returned a bounce through info-archives@withpersona.com; do not retry this alias"
2026-07-27,ComplyCube,hello@complycube.com,Paid evidence-readiness sprint for AI identity and AML decisions,19fa4d7d9fb7c511,19fa4d7d9fb7c511,paid-terms-sent,2026-07-31,"Official non-media company route; personalized to biometric identity, KYC, AML, and fraud decisions; paid $4,500 sprint with $2,250 due before kickoff, no free pilot, one-page scope attached"
2026-07-27,Trulioo,contact@trulioo.com,Paid design partnership: evidence integrity for agentic identity decisions,19fa4d7fff962aa3,19fa4d7fff962aa3,paid-terms-sent,2026-07-31,"Published company contact; personalized to 2026 Agentic Identity, KYA, provenance, authorization, and Digital Agent Passport work; paid $4,500 sprint with $2,250 due before kickoff, no free pilot, one-page scope attached"
2026-07-27,Forter,sales@forter.com,Paid evidence-readiness sprint for Forter agentic fraud decisions,19fa4d8381d3cda8,19fa4d8381d3cda8,bounced,,"Official sales route, but Gmail returned a restricted or nonexistent Google Group bounce; reroute only through Forter's separately published general partnership address"
2026-07-27,Sift,sales@sift.com,Paid design partnership: reconstructable AI fraud decision evidence,19fa4d85c42b000f,19fa4d85c42b000f,paid-terms-sent,2026-07-31,"Official sales route; personalized to Sift AI fraud decisioning, identity graph, Clearbox, rules, models, and analyst feedback; paid $4,500 sprint with $2,250 due before kickoff, no free pilot, one-page scope attached"
2026-07-27,Riskified,sales@riskified.com,Paid evidence-readiness sprint for AI commerce decisions,19fa4d8823ffc2c3,19fa4d8823ffc2c3,paid-terms-sent,2026-07-31,"Official sales route; personalized to order updates, fraud decisions, merchant policies, and dispute evidence; paid $4,500 sprint with $2,250 due before kickoff, no free pilot, one-page scope attached"
2026-07-27,Arthur AI,team@arthur.ai,Paid design partnership: historical dependency evidence for governed AI agents,19fa4d9237319f93,19fa4d9237319f93,paid-terms-sent,2026-07-31,"Current company route published in Arthur's 2026 governance release; personalized to persistent audit logs, agent discovery, traces, and systematic governance; paid $4,500 sprint with $2,250 due before kickoff, no free pilot, one-page scope attached"
2026-07-27,Arize AI,contacts@arize.com,Paid evidence-readiness sprint for time-correct agent traces and decisions,19fa4d94e7035c9b,19fa4d94e7035c9b,paid-terms-sent,2026-07-31,"Published company route; personalized to Arize AX, Phoenix, OpenTelemetry traces, evaluations, and historical dependency state; paid $4,500 sprint with $2,250 due before kickoff, no free pilot, one-page scope attached"
2026-07-27,Patronus AI,contact@patronus.ai,Paid design partnership: evidence integrity behind agent evaluations,19fa4d974c63acd1,19fa4d974c63acd1,paid-terms-sent,2026-07-31,"Official contact route; personalized to agent simulation, evaluations, scoring, security, and immutable dependency evidence; paid $4,500 sprint with $2,250 due before kickoff, no free pilot, one-page scope attached"
2026-07-27,Braintrust,info@braintrust.dev,Paid evidence-readiness sprint for immutable AI evaluation records,19fa4d995c71fa35,19fa4d995c71fa35,paid-terms-sent,2026-07-31,"Published company route; personalized to immutable experiments, production traces, regression coverage, and historical dependency state; paid $4,500 sprint with $2,250 due before kickoff, no free pilot, one-page scope attached"
2026-07-27,Forter,info@forter.com,Paid evidence-readiness sprint for Forter agentic fraud decisions,19fa4db88c501565,19fa4db88c501565,paid-terms-sent,2026-07-31,"Rerouted once through Forter's separately published general inquiry address for partnership opportunities after its sales Google Group bounced; retained the tailored $4,500 paid sprint and $2,250 kickoff requirement; one-page scope attached"
2026-07-27,AgenticAssure,contact@agenticassure.ai,Paid design partnership: time-correct evidence behind AI assurance exports,19fa4dbe5500389b,19fa4dbe5500389b,paid-terms-sent,2026-07-31,"Official current partnership inbox; personalized to continuous AI assurance, framework mapping, red-team testing, and audit-evidence exports; positioned Lians as a complementary time-correct evidence-integrity layer; proposed the $4,500 paid sprint with $2,250 due before kickoff and attached the one-page scope"
2026-07-27,UNO.AI,contact@uno.ai,Paid evidence-readiness sprint for AI-native GRC agents,19fa4dc0c9f4936d,19fa4dc0c9f4936d,paid-terms-sent,2026-07-31,"Official current company inbox; personalized to AI-native GRC agents, policies, approvals, controls, reports, and change-impact evidence; proposed the $4,500 paid sprint with $2,250 due before kickoff, explicitly excluded a free pilot, and attached the one-page scope"
2026-07-27,Enkrypt AI,hello@enkryptai.com,Paid evidence-readiness sprint for Enkrypt AI agent controls,19fa4dff6704e031,19fa4dff6704e031,paid-terms-sent,2026-07-31,"Official current inbox; tailored to agent guardrails, policy enforcement, MCP tools, and historical dependency evidence; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,AI Governor,hello@aigovernor.app,Paid design partnership for time-correct AI governance records,19fa4e0003f49007,19fa4e0003f49007,paid-terms-sent,2026-07-31,"Official current inbox; tailored to policy-enforced hash-chained agent records and historical dependency reconstruction; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,Skeptick AI,hello@skeptick.ai,Paid evidence-readiness sprint for agent integrity and certification,19fa4e007b5754eb,19fa4e007b5754eb,bounced,,"Published inbox returned address-not-found; do not retry or guess another alias"
2026-07-27,Aigentive,contact@aigentive.ai,Paid evidence-readiness sprint for managed enterprise agents,19fa4e00f96c557d,19fa4e00f96c557d,paid-terms-sent,2026-07-31,"Official current inbox; tailored to managed agent harnesses, permissions, memory isolation, and customer workflow evidence; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,2Comply,contact@2comply.ai,Paid design partnership for referenced compliance-agent evidence,19fa4e0169963128,19fa4e0169963128,paid-terms-sent,2026-07-31,"Official current inbox; tailored to referenced compliance guidance, policy revisions, and downstream impact; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,Fraud.net,sales@fraud.net,Paid evidence-readiness sprint for AI fraud decisions,19fa4e0213f0ee4e,19fa4e0213f0ee4e,paid-terms-sent,2026-07-31,"Published sales route; tailored to AI and rules-based fraud decisions, case actions, and changing risk evidence; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,Hello,hello@usehello.ai,Paid design partnership for time-correct Agent Work Receipts,19fa4e0293ced53b,19fa4e0293ced53b,paid-terms-sent,2026-07-31,"Official current general inquiry route; tailored to healthcare AI Agent Work Receipts, patient-service actions, and six-year audit evidence; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,Dirion,contact@dirion.ai,Paid evidence-readiness sprint for sovereign agent governance,19fa4e037a716b50,19fa4e037a716b50,bounced,,"Published partnership inbox returned relay-access-denied from the remote server; do not retry"
2026-07-27,Altrace,hello@altrace.io,Paid design partnership for runtime-governed agent evidence,19fa4e04233a44a8,19fa4e04233a44a8,bounced,,"Published inbox returned address-not-found; do not retry or guess another alias"
2026-07-27,Unryo,info@unryo.com,Paid evidence-readiness sprint for AI-assisted operations decisions,19fa4e04b03704e5,19fa4e04b03704e5,paid-terms-sent,2026-07-31,"Official current inbox; tailored to topology, telemetry, service impact, AI remediation, and decision-time runbook evidence; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,Oasis Security,sales@oasis.security,Paid evidence-readiness sprint for governed AI-agent identities,19fa4e053e08f54d,19fa4e053e08f54d,paid-terms-sent,2026-07-31,"Published sales route; tailored to non-human identities, agent authorization, and permission-change impact; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,Oteemo,info@oteemo.com,Paid design partnership for reconstructable agentic-AI operations,19fa4e05b36d38af,19fa4e05b36d38af,paid-terms-sent,2026-07-31,"Published company route; tailored to agentic AI observability, traces, runbooks, and historical decision evidence; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,Virtana,info@virtana.com,Paid evidence-readiness sprint for agentic observability,19fa4e0635e46327,19fa4e0635e46327,paid-terms-sent,2026-07-31,"Published company route; tailored to hybrid full-stack observability and evidence behind AI recommendations or automated responses; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,Monitaur,info@monitaur.ai,Paid design partnership for historical AI-governance evidence,19fa4e07260f19b1,19fa4e07260f19b1,paid-terms-sent,2026-07-31,"Official current inbox; tailored to governed AI use cases, controls, historical evidence paths, and deletion-impact analysis; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,OPAG,info@opagtech.com,Paid evidence-readiness sprint for governed enterprise agents,19fa4e06bc5b6600,19fa4e06bc5b6600,bounced,,"Published inbox returned address-not-found; do not retry or guess another alias"
2026-07-27,ContextGate,adam@contextgate.ai,Paid evidence-readiness sprint for governed agent workspaces,19fa4e0f1aa7e308,19fa4e0f1aa7e308,paid-terms-sent,2026-07-31,"Founder address published on the official company contact page; tailored to governed tools, data, permissions, shared workspaces, audit trails, and historical dependency impact; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,Ivalua,info@ivalua.com,Paid evidence-readiness sprint for governed procurement agents,19fa4e19bec580cc,19fa4e19bec580cc,paid-terms-sent,2026-07-31,"Published company route; tailored to Agent Library and Agent Factory procurement workflows, approvals, supplier evidence, and dependency impact; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
2026-07-27,Aigentsphere,info@aigentsphere.com,Paid design partnership for Know Your Agent evidence,19fa4e1a327b9743,19fa4e1a327b9743,paid-terms-sent,2026-07-31,"Published company route; tailored to Know Your Agent identity, accountability, historical evidence, and deletion impact; $4,500 paid sprint, $2,250 before kickoff, no free pilot; scope attached"
